"","ASSESSMENT","ID_NO","BINOMIAL","PRESENCE","ORIGIN","SEASONAL","COMPILER","YEAR","CITATION","LEGEND","fid","GID_0","COUNTRY","prevalence.mean","DNC-175.mean","Peru-anuran-species-PSAD56.mean","prevalence.max","DNC-175.max","Peru-anuran-species-PSAD56.max","prevalence.sd","DNC-175.sd","Peru-anuran-species-PSAD56.sd","Area","Status"
"127",11373135,55823,"Trachycephalus resinifictrix",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0133982168785697,0.015186412856164,100.822391393646,0.525817036628723,0.153660073876381,126.86547088623,0.0279024355886351,0.0273837546380667,10.1138976520575,459798.958846072,"Least Concern"
"128",11378972,55841,"Phyllomedusa bicolor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0115482388077336,0.0174725453638737,99.1220947703489,0.525817036628723,0.172168657183647,126.86547088623,0.023621831964316,0.0303115295170456,12.5452015574733,476219.62608493,"Least Concern"
"129",11379810,55845,"Phyllomedusa camba",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00540474625964375,0.0657897376422105,83.6746310105561,0.0945364758372307,0.192804589867592,103.120811462402,0.00879041315984044,0.0423385685162117,19.0798288621741,103038.672284708,"Least Concern"
"130",11382243,55864,"Phyllomedusa tarsius",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0140491837674027,0.0158270481858498,94.9951119951098,0.525817036628723,0.170717120170593,126.86547088623,0.0273367553397266,0.0288067884150876,17.3560376280359,553335.897927849,"Least Concern"
"131",11383140,55868,"Phyllomedusa vaillantii",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.013747265998279,0.0150713214283056,101.27617859711,0.525817036628723,0.153660073876381,126.86547088623,0.0282461245408574,0.0279753596348612,9.70854503605947,449550.700178426,"Least Concern"
"132",11383897,55956,"Scinax funereus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0127946278820268,0.0114339594089523,95.6626836140588,0.525817036628723,0.170717120170593,126.86547088623,0.0234616669520948,0.020761109126543,17.6928526673936,428048.950744043,"Least Concern"
"133",11384514,55959,"Scinax garbei",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0146755270987343,0.0162113246053594,94.7931678774496,0.525817036628723,0.180293843150139,126.86547088623,0.028513288233042,0.029598801100724,18.3963175049714,553563.539096646,"Least Concern"
"134",11392126,55986,"Scinax pedromedinae",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00357014619821432,0.0397038326078268,92.136694738926,0.0920019894838333,0.128806054592133,108.266891479492,0.00666664478294053,0.0372359941616939,11.2455721679194,118702.250607836,"Least Concern"
"135",11395509,55994,"Scinax ruber",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0143101914511126,0.0116995751163415,101.923894658934,0.525817036628723,0.128806054592133,126.86547088623,0.0285462524316665,0.023594311160426,8.67910494694753,437322.454634284,"Least Concern"
"136",11398168,55936,"Scinax boesemani",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00472590385470539,0.00404929020442069,102.506030082703,0.0136811416596174,0.0046099666506052,108.560409545898,0.00600407652808273,0.000534518356728129,7.09521858696071,697.438469148354,"Least Concern"
"137",11399833,55946,"Scinax chiquitanus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00615004045894238,0.103447121405043,76.6701419486763,0.0843051970005035,0.240378141403198,98.4305953979492,0.0111934591931312,0.0263228326547679,21.0657525010926,39460.4964639952,"Least Concern"
"138",11400080,55948,"Scinax cruentommus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0136978263708755,0.0159859741454882,97.4530156500589,0.525817036628723,0.167419105768204,126.86547088623,0.0271366366441638,0.0292571513667349,13.7996536566072,525986.262119306,"Least Concern"
"139",11402214,55965,"Scinax ictericus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00448086336632386,0.0519764045111208,88.7557386144241,0.0586558468639851,0.128463223576546,103.120811462402,0.00521433897854333,0.0355760393065253,12.4046730289656,64650.9720675848,"Least Concern"
"140",11408343,56013,"Sphaenorhynchus carneus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0163206938010637,0.0146082551935523,99.483702470669,0.525817036628723,0.23532235622406,126.86547088623,0.0336361002783311,0.0291044911691502,16.1883435096954,439095.651149725,"Least Concern"
"141",11409132,56015,"Sphaenorhynchus lacteus",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0132747834103735,0.0163628693935053,100.163072016433,0.525817036628723,0.180293843150139,126.86547088623,0.0274609131043757,0.0294149883546759,10.7158531262999,477947.944765549,"Least Concern"
"142",11446212,56299,"Adelophryne adiastola",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0133819312870523,0.00473888602838978,109.043258914329,0.459233582019806,0.0499938391149044,126.86547088623,0.0268604916867503,0.0109820411228438,8.64202560111493,97747.9976167503,"Least Concern"
"143",11453385,56304,"Adenomera andreae",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0145238769374462,0.0174840714857963,94.3904961971092,0.525817036628723,0.180293843150139,126.86547088623,0.0282856154665979,0.0316346934329825,18.5719844113962,558492.294153025,"Least Concern"
"144",11455170,56309,"Adenomera hylaedactyla",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0146732509402106,0.0187848761179613,92.4687516018356,0.525817036628723,0.219437777996063,126.86547088623,0.0281092012283968,0.0335183056146935,21.0575903278891,578956.081006954,"Least Concern"
"145",11458591,56385,"Edalorhina perezi",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0137558520094654,0.0127484032435981,101.05031235433,0.525817036628723,0.128806054592133,126.86547088623,0.027864430370493,0.0245248406401125,9.19048884649838,468417.573558067,"Least Concern"
"146",11464093,56337,"Ceratophrys cornuta",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0145683749409384,0.0182526329315985,92.3505545497637,0.525817036628723,0.23532235622406,126.86547088623,0.0288213536852252,0.0327005259063306,20.6920573591525,585495.407963154,"Least Concern"
"147",11470948,56407,"Pristimantis altamazonicus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0144185369440618,0.0158076180913074,92.8790202937058,0.525817036628723,0.179468289017677,126.86547088623,0.0278418967456123,0.0281717476816985,20.3887839584944,573348.071687153,"Least Concern"
"148",11471061,56480,"Pristimantis buccinator",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0141415861613528,0.0865573162124171,64.6427939571551,0.17008113861084,0.222723484039307,108.016212463379,0.0186290502752555,0.0478151765917489,28.0217886266237,40498.6171700347,"Least Concern"
"149",11488421,56514,"Pristimantis citriogaster",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0268016376794549,0.00854000798426569,79.119833946228,0.070857435464859,0.0149363214150071,83.6501846313477,0.0239970584497352,0.00297588232541239,3.7950680790104,993.046540982238,"Endangered"
"150",11490771,56521,"Pristimantis conspicillatus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0163079679627732,0.00803084918323605,95.5444194355102,0.525817036628723,0.179468289017677,126.86547088623,0.029611957143464,0.0185359304239062,19.0798428522389,459544.445904601,"Least Concern"
"151",11491760,56595,"Pristimantis exoristus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0787670616163976,0.00730139891512446,21.496188995686,0.229143992066383,0.0221788007766008,41.2132301330566,0.0534162575456774,0.0078197896234625,9.12086242138328,5800.01767712678,"Data Deficient"
"152",11492870,56599,"Pristimantis fenestratus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00263866567017689,0.070057894706864,90.2948477120235,0.043836236000061,0.180293843150139,108.016212463379,0.00294461348385985,0.0395232088684079,10.5726086710396,70377.5757163454,"Least Concern"
"153",11494151,56536,"Oreobates cruralis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0266693971907559,0.0702167526458617,41.2800035675946,0.445303916931152,0.346264451742172,98.7399978637695,0.0457768020144957,0.0571345356871399,30.568980253014,125468.020012133,"Least Concern"
"154",11495586,56548,"Pristimantis danae",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0699940845968578,0.0490583821607416,12.4861939485791,0.272765636444092,0.261543124914169,23.1666011810303,0.0560992888772636,0.0724073197016117,4.138005315704,12876.0821790221,"Least Concern"
"155",11496733,56555,"Pristimantis delius",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0255742937326431,4.18955882196315e-05,104.322148132324,0.034791573882103,5.88911352679133e-05,105.635475158691,0.00618866316797878,1.31742735129259e-05,1.03783611779733,584.223686536072,"Data Deficient"
"158",11508676,56695,"Pristimantis lacrimosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0136845759285834,0.0195096701663628,74.6235697102095,0.217008829116821,0.219437777996063,108.266891479492,0.0214044895956014,0.031757736872239,28.7974826946085,310197.020582777,"Least Concern"
"159",11516857,56700,"Pristimantis lanthanites",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0199340815551268,0.00506968151441297,96.9801171949427,0.525817036628723,0.179468289017677,126.86547088623,0.0335000115733377,0.0125328442363227,19.8278632402125,353607.906861728,"Least Concern"
"160",11527179,56731,"Pristimantis luscombei",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0473154266364872,3.33168667566497e-05,103.905864334106,0.084239661693573,7.30340543668717e-05,107.061088562012,0.0175849566580558,1.91886953095167e-05,1.63409480952262,2219.19460639972,"Data Deficient"
"162",11534464,56803,"Pristimantis ockendeni",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0152389400965296,0.0169986855393027,90.5603868066765,0.525817036628723,0.219437777996063,126.86547088623,0.0284651846611948,0.031064519128112,23.7155296638585,583182.944254688,"Least Concern"
"163",11534791,56866,"Pristimantis platydactylus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0839570149585607,0.108879990087178,11.4518748010908,0.459517329931259,0.427627593278885,17.4243068695068,0.0777988674071132,0.0961384226178869,2.76976352901176,23092.6561367065,"Least Concern"
"164",11535650,56808,"Pristimantis olivaceus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00410453299991786,0.0352975907735527,77.2739238739014,0.00571912713348866,0.0397479124367237,83.3274002075195,0.0011237924027201,0.00527376232892521,5.04406807082987,481.392924334928,"Least Concern"
"165",11536024,56880,"Pristimantis proserpens",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.100632280111313,0.0110237700282596,12.6571788787842,0.108171902596951,0.0201575662940741,14.7434587478638,0.0106626363743619,0.0129171385550675,1.92238054330407,131.812539263838,"Vulnerable"
"166",11544554,56848,"Pristimantis peruvianus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0120354051546586,0.0146034605139804,97.1564593616036,0.525817036628723,0.130409628152847,126.86547088623,0.0217166148181539,0.0267034766756599,15.3982559665918,515508.535611206,"Least Concern"
"167",11549541,56979,"Pristimantis sternothylax",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0120992559895967,0.0514562269672751,6.78755712509155,0.021285692229867,0.0564198456704617,8.21846866607666,0.00978256054278212,0.00600063380525055,1.25770775226054,17.8593043614898,"Least Concern"
"168",11549839,56908,"Pristimantis rhabdolaemus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.067910383325271,0.105980569135735,11.0994224630017,0.823109149932861,0.543541550636292,65.2062835693359,0.0963752930773724,0.108753918007236,9.48694463833528,74125.1383386264,"Least Concern"
"169",11550532,56983,"Strabomantis sulcatus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.014431490844261,0.0151202133974123,94.5214945722385,0.525817036628723,0.179468289017677,126.86547088623,0.0279138210249322,0.0278389987356116,18.8218966666171,551510.34430204,"Least Concern"
"170",11561638,56970,"Pristimantis skydmainos",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00792778990651712,0.045226502391101,82.7615545937488,0.379622936248779,0.23532235622406,108.016212463379,0.0229685295101554,0.0444030257808531,24.3078190524267,163682.048804687,"Least Concern"
"173",11567229,57084,"Hydrolaetare schmidti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00696815766591194,0.0116479132052471,108.460375938176,0.241558268666267,0.053486630320549,122.061813354492,0.0101254644859441,0.0139167137016859,5.84504736866872,96790.2661416912,"Least Concern"
"174",11571157,57029,"Pristimantis variabilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0136551869546891,0.00956508209209122,95.5349406546036,0.525817036628723,0.165066361427307,126.86547088623,0.024339958015561,0.018276457625423,21.2655458666333,354208.748838112,"Least Concern"
"175",11572259,57035,"Pristimantis ventrimarmoratus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0116872941865716,0.0269173760830108,75.3249345258908,0.197550073266029,0.199566259980202,108.266891479492,0.0210941916536931,0.0352201175280283,27.4536186995663,324394.066991631,"Least Concern"
"176",11573624,57044,"Pristimantis vilarsi",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0151970056763302,0.00474190387856913,105.074751943435,0.525817036628723,0.053486630320549,126.86547088623,0.0293537780789226,0.00973819453686219,8.71180239281358,257193.53613087,"Least Concern"
"178",11578109,57160,"Leptodactylus rhodomystax",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0134991227908647,0.01620165718224,98.3597400662571,0.525817036628723,0.180293843150139,126.86547088623,0.0270648069511126,0.029941288942413,12.5920028362956,514904.074272379,"Least Concern"
"179",11578741,57161,"Leptodactylus rhodonotus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0141694143884841,0.0356803935584406,75.9830747065648,0.445303916931152,0.261543124914169,122.061813354492,0.0342645639204405,0.0451770067165581,32.5202772367938,324624.490194807,"Least Concern"
"180",11579455,57105,"Oreobates quixensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0135225719691151,0.0159876856217236,96.6949218151359,0.525817036628723,0.219437777996063,126.86547088623,0.0267126922389371,0.0297354682685967,15.5281258971732,532243.891631657,"Least Concern"
"181",11579804,57175,"Leptodactylus wagneri",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0293667588094855,0.00625299057754536,78.3541225361657,0.343256235122681,0.179468289017677,126.86547088623,0.042834217136749,0.0179015994571863,44.3479399240536,69798.6812475786,"Least Concern"
"183",11580398,57177,"Lithodytes lineatus",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature) & Conservation International.","Extant (resident)",1,"PER","Peru",0.0154778389119399,0.0172629510199917,89.2731751124572,0.525817036628723,0.179468289017677,126.86547088623,0.0297491391041478,0.0297267613016865,24.9983159248353,611435.460818983,"Least Concern"
"184",11582479,57114,"Leptodactylus bolivianus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0134026445601762,0.016689198045648,98.5097686111553,0.525817036628723,0.172168657183647,126.86547088623,0.0270537231397996,0.0299103570362466,13.2159388654252,505625.387846565,"Least Concern"
"186",11585533,57121,"Leptodactylus didymus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00966763304166372,0.0886674731857626,72.4547597816191,0.17008113861084,0.219437777996063,99.3717956542969,0.0152384996506474,0.0415854869458768,23.8905617919676,50719.0484685732,"Least Concern"
"187",11585801,57122,"Leptodactylus diedrus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.013347566102189,0.00324082427112323,106.927484506116,0.459233582019806,0.051670216023922,126.283378601074,0.0283326154266427,0.00843611796440408,7.85966919798188,74273.4902973267,"Least Concern"
"188",11588348,57129,"Leptodactylus fuscus",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0144208938366285,0.054645858981867,91.1699093317581,0.410680145025253,0.128806054592133,111.690994262695,0.056576334123628,0.0516173383984204,13.2978115397278,7010.79093845029,"Least Concern"
"189",11588711,57131,"Leptodactylus griseigularis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0925624915197118,0.134958700041337,7.86596361281167,0.716897547245026,0.543541550636292,18.0136413574219,0.126323310104811,0.128503805802093,2.95276488486325,43834.7927113695,"Least Concern"
"190",11589628,57135,"Leptodactylus knudseni",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0139913023448184,0.0130912720984715,99.2666242975249,0.525817036628723,0.167030468583107,126.86547088623,0.0277566343067837,0.02556011837319,11.9247232836442,489409.108356737,"Least Concern"
"191",11590413,57140,"Leptodactylus leptodactyloides",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0135280972561624,0.0151456425979818,99.7387732221916,0.525817036628723,0.172168657183647,126.86547088623,0.0273274288197256,0.0282271162432271,10.6876364106407,492599.927096753,"Least Concern"
"192",11591629,57146,"Leptodactylus mystaceus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0138895693791577,0.0160340357836846,95.1541308333623,0.525817036628723,0.179468289017677,126.86547088623,0.027305322002614,0.028689598803606,16.9781124736462,554793.280512162,"Least Concern"
"193",11593184,57154,"Leptodactylus pentadactylus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0168665120329321,0.0203882903251928,88.4470399416599,0.745494604110718,0.412837296724319,126.86547088623,0.0356789292376006,0.0361463542424829,26.2923166023419,617374.305689797,"Least Concern"
"194",11593480,57155,"Leptodactylus petersii",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0141589329997848,0.0130346466944891,103.360705974726,0.525817036628723,0.128806054592133,126.86547088623,0.0299316081822012,0.0245870367410206,8.24072097825101,367157.33739951,"Least Concern"
"196",11594741,57168,"Leptodactylus stenodema",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0159685896760329,0.0100727807856762,99.3098428800899,0.525817036628723,0.121544197201729,126.86547088623,0.0297492760323158,0.0216446420296894,13.2768693974752,432875.849417065,"Least Concern"
"197",11600527,57285,"Pleurodema cinereum",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0979000657524908,0.236671690752404,8.15120092635292,0.986391484737396,0.752705574035645,9.41542530059814,0.229130132721001,0.202923720687461,0.834467505898662,29338.9856467593,"Least Concern"
"198",11606259,57232,"Noblella heyeri",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00162044037716669,0.0260011591017246,3.27976250648499,0.00323967216536403,0.0357712656259537,4.03773641586304,0.00228993955549432,0.0138170171523946,1.0719369825674,29.6574730671784,"Least Concern"
"199",11606382,57233,"Noblella lochites",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0999229385051876,0.00656304521224982,8.88139925003052,0.150601848959923,0.0452759489417076,12.2706394195557,0.0483171554838843,0.015734382021459,2.66359312092678,1254.34713804371,"Endangered"
"200",11606716,57235,"Noblella myrmecoides",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.00819517545834937,0.0335571955972399,92.1902958032947,0.358296632766724,0.222723484039307,126.86547088623,0.017498680029695,0.0409228049412054,24.8153164319204,263102.059855366,"Least Concern"
"201",11623098,57334,"Telmatobius culeus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0129567454640538,0.180059150749802,8.93504641980541,0.244754076004028,0.599567949771881,9,0.0429763981372124,0.176533795611189,0.133168657725222,11772.4001123882,"Endangered"
"202",11628605,57373,"Leptodactylus discodactylus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0161953715204262,0.00574977635853939,100.202874468355,0.525817036628723,0.167030468583107,126.86547088623,0.0296803653290533,0.0136713113486587,12.7692601554538,406900.375732967,"Least Concern"
"203",11661166,57673,"Hamptophryne alios",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature) & Conservation International.","Extant (resident)",1,"PER","Peru",0.00266218608753248,0.0957631468772888,88.6703831065785,0.00438151368871331,0.117816008627415,92.0145874023438,0.00115835546277552,0.0156972097347961,2.3014287411977,1233.96488303733,"Data Deficient"
"205",11672217,57764,"Chiasmocleis ventrimaculata",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0130813751029586,0.0164776494094275,99.3912140952835,0.525817036628723,0.2104112803936,126.86547088623,0.0230253664338941,0.0316816227009951,13.1419243939471,459271.557456133,"Least Concern"
"206",11680452,57751,"Chiasmocleis bassleri",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0136654640310288,0.0118576693837356,103.124235282128,0.525817036628723,0.128806054592133,126.86547088623,0.0252361025257678,0.0237777395530615,7.85771778470608,403222.768606744,"Least Concern"
"207",11683271,57801,"Ctenophryne geayi",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0147475542423657,0.0189408909620364,88.9364973208278,0.525817036628723,0.223081305623055,126.86547088623,0.0278856366046323,0.0324986623525524,25.0920594025327,616126.576821941,"Least Concern"
"208",11688802,57821,"Hamptophryne boliviana",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0134408976737513,0.0168661587421991,98.4457209769086,0.525817036628723,0.180293843150139,126.86547088623,0.0269138423698672,0.0308955534718285,12.9454207132251,510666.801635565,"Least Concern"
"209",11717668,58021,"Chiasmocleis tridactyla",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature) & Conservation International.","Extant (resident)",1,"PER","Peru",0.0208224324848261,0.000886243419872731,109.768513175296,0.525817036628723,0.0122277503833175,126.86547088623,0.0338350803705974,0.00177020798804245,6.90118767555524,121237.584877751,"Least Concern"
"210",11743322,58164,"Pipa snethlageae",1,1,1,"IUCN",2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0178187484779155,0.00077467155897978,107.779451681528,0.459233582019806,0.00834082625806332,126.86547088623,0.0345217044476066,0.00143368465971854,9.21764390669596,82057.7410891696,"Least Concern"
"211",11812112,58689,"Lithobates palmipes",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0143523962025658,0.0176624165117092,92.9091046141853,0.525817036628723,0.199566259980202,126.86547088623,0.027956540250654,0.0313666364154594,20.2598441100995,578207.465900864,"Least Concern"
"212",21567304,21567301,"Atelopus loettersi",1,1,1,"Kelsey Neam",2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0799863746432566,0.0486465459669846,14.2567278215255,0.361718118190765,0.23532235622406,30.2703838348389,0.0729199939451571,0.058918037048021,3.8492188235992,11045.3668090237,"Near Threatened"
"213",42878292,191001,"Pristimantis orcus",1,1,1,"Ariadne Angulo",2013,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.","Extant (resident)",1,"PER","Peru",0.0130975591528228,0.0028475465384917,102.100588054238,0.206889897584915,0.027167396619916,126.86547088623,0.0139637757214743,0.00403268449993656,12.0545457381025,183407.070505795,"Least Concern"
